open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1733961600000,1.251200,1.252400,1.250300,1.250800,162137,1733961659999,202909.571100,760,76104,95248.090200,0
1733961660000,1.250800,1.251600,1.248600,1.250100,140788,1733961719999,175986.116200,819,42556,53182.434800,0
1733961720000,1.250100,1.251300,1.244600,1.244600,123022,1733961779999,153486.094700,977,49972,62362.883700,0
1733961780000,1.244500,1.248600,1.244400,1.248600,161095,1733961839999,200715.050500,986,70349,87651.932400,0
1733961840000,1.248700,1.248900,1.246100,1.247100,69468,1733961899999,86663.815900,701,34948,43596.687400,0
1733961900000,1.247200,1.249600,1.244900,1.249000,119661,1733961959999,149126.658700,901,53178,66278.405200,0
1733961960000,1.248900,1.249900,1.248200,1.248800,83764,1733962019999,104620.196300,748,36850,46028.789000,0
1733962020000,1.248700,1.251200,1.248500,1.251000,157814,1733962079999,197217.134000,787,119110,148864.379000,0
1733962080000,1.251000,1.251200,1.249600,1.250500,85005,1733962139999,106297.061500,654,39442,49320.024100,0
1733962140000,1.250500,1.250800,1.246100,1.246700,129306,1733962199999,161355.103400,831,35652,44487.953700,0
1733962200000,1.246700,1.247100,1.245400,1.245700,95915,1733962259999,119545.889300,791,37112,46258.009400,0
1733962260000,1.245600,1.248100,1.244900,1.248000,92368,1733962319999,115128.019100,785,62410,77787.486700,0
1733962320000,1.248000,1.250400,1.247900,1.250100,75596,1733962379999,94434.212200,731,45878,57302.874100,0
1733962380000,1.250000,1.250100,1.247600,1.248200,57229,1733962439999,71457.372800,562,13649,17039.127300,0
1733962440000,1.248200,1.249500,1.247000,1.249400,77439,1733962499999,96685.272900,561,55410,69191.408100,0
1733962500000,1.249400,1.249700,1.247400,1.249300,68778,1733962559999,85854.981900,687,34524,43096.646000,0
1733962560000,1.249200,1.251000,1.248900,1.250300,56855,1733962619999,71080.643600,511,34037,42553.198400,0
1733962620000,1.250300,1.252600,1.248400,1.252500,86668,1733962679999,108353.375600,694,53262,66591.805300,0
1733962680000,1.252300,1.253100,1.250200,1.250700,98932,1733962739999,123878.411800,662,51134,64041.142800,0
1733962740000,1.250700,1.251700,1.249800,1.251600,64817,1733962799999,81063.104100,539,30418,38048.354800,0
1733962800000,1.251500,1.252600,1.249600,1.249600,74621,1733962859999,93366.897100,672,37579,47030.987500,0
1733962860000,1.249600,1.250100,1.247100,1.247400,98468,1733962919999,122983.458800,776,60356,75395.845900,0
1733962920000,1.247400,1.252400,1.247400,1.252300,104241,1733962979999,130339.403700,781,78527,98174.792300,0
1733962980000,1.252100,1.252800,1.249300,1.250500,574338,1733963039999,718329.107500,1374,88139,110257.880700,0
1733963040000,1.250500,1.250800,1.247800,1.247800,146972,1733963099999,183632.710800,663,38175,47711.494300,0
1733963100000,1.247800,1.249900,1.247800,1.249900,82606,1733963159999,103129.364800,563,66300,82771.152100,0
1733963160000,1.249900,1.251600,1.248800,1.250200,66802,1733963219999,83492.159200,599,40647,50803.683900,0
1733963220000,1.250200,1.250200,1.248500,1.248600,54072,1733963279999,67550.603800,551,23073,28820.608100,0
1733963280000,1.248600,1.249300,1.247300,1.249100,52315,1733963339999,65306.412100,562,27469,34291.446500,0
1733963340000,1.249100,1.249100,1.245800,1.246600,119895,1733963399999,149474.670500,712,34385,42876.908800,0
1733963400000,1.246700,1.252200,1.246700,1.252000,127851,1733963459999,159877.342200,917,72058,90089.616800,0
1733963460000,1.251900,1.253000,1.250600,1.251800,85140,1733963519999,106572.909400,736,41074,51413.826800,0
1733963520000,1.251700,1.255200,1.251100,1.255100,189309,1733963579999,237348.803200,904,136954,171723.778300,0
1733963580000,1.255000,1.255300,1.253100,1.254200,90489,1733963639999,113468.560800,571,30787,38620.018600,0
1733963640000,1.254100,1.258000,1.254100,1.257100,134476,1733963699999,168923.839000,900,91533,114996.323600,0
1733963700000,1.257200,1.257300,1.255100,1.255700,110661,1733963759999,139032.344100,811,48823,61348.198300,0
1733963760000,1.255800,1.256300,1.254400,1.255800,66379,1733963819999,83346.754300,492,41809,52499.077500,0
1733963820000,1.255700,1.256700,1.255600,1.255800,42380,1733963879999,53232.061800,499,17613,22123.388400,0
1733963880000,1.255800,1.256700,1.253200,1.253300,48506,1733963939999,60881.714400,536,17008,21351.849100,0
1733963940000,1.253300,1.253400,1.251300,1.251600,52242,1733963999999,65425.568000,600,14426,18067.159200,0
1733964000000,1.251600,1.253300,1.251600,1.252700,53840,1733964059999,67429.917100,563,34807,43584.863300,0
1733964060000,1.252700,1.253900,1.252600,1.252700,32374,1733964119999,40570.308600,496,17361,21755.639500,0
1733964120000,1.252700,1.253500,1.252000,1.252500,30639,1733964179999,38377.634600,413,10978,13750.145900,0
1733964180000,1.252400,1.252600,1.250000,1.251300,84619,1733964239999,105857.660900,650,19698,24645.559100,0
1733964240000,1.251400,1.252200,1.249600,1.249900,43456,1733964299999,54341.118700,491,13985,17489.341100,0
1733964300000,1.249900,1.251400,1.248900,1.249400,115044,1733964359999,143790.486100,742,34074,42592.459300,0
1733964360000,1.249400,1.250100,1.247600,1.249700,118644,1733964419999,148149.547800,819,54283,67797.507300,0
1733964420000,1.249700,1.251900,1.249400,1.250300,75093,1733964479999,93935.210400,666,38976,48752.624700,0
1733964480000,1.250400,1.250400,1.247600,1.248700,124822,1733964539999,155863.567700,735,53819,67205.439400,0
1733964540000,1.248700,1.248900,1.245000,1.245600,177720,1733964599999,221655.956300,822,59021,73624.208600,0
1733964600000,1.245700,1.248500,1.244300,1.246900,134904,1733964659999,168152.124000,910,81978,102181.703300,0
1733964660000,1.246900,1.249700,1.245700,1.247800,119579,1733964719999,149210.603100,822,60978,76092.856900,0
1733964720000,1.247900,1.248100,1.246200,1.247500,124103,1733964779999,154783.374100,720,57618,71869.601300,0
1733964780000,1.247400,1.254700,1.247000,1.253300,200963,1733964839999,251411.642200,1025,138544,173338.494900,0
1733964840000,1.253300,1.254000,1.252200,1.253200,158522,1733964899999,198631.394300,758,64219,80471.536000,0
1733964900000,1.253300,1.253900,1.251400,1.251400,72447,1733964959999,90773.496800,566,32431,40638.560700,0
1733964960000,1.251500,1.252600,1.249300,1.251100,78426,1733965019999,98100.812500,639,19741,24689.251300,0
1733965020000,1.251000,1.254800,1.250900,1.253400,161372,1733965079999,202164.805400,693,107644,134814.586100,0
1733965080000,1.253300,1.257000,1.253300,1.257000,168564,1733965139999,211464.522000,674,119226,149565.939400,0
1733965140000,1.257000,1.259400,1.256400,1.256500,175129,1733965199999,220367.445200,1045,102999,129609.263100,0
1733965200000,1.256500,1.257300,1.252200,1.253500,173755,1733965259999,217899.567100,1121,67644,84810.147000,0
1733965260000,1.253500,1.256500,1.253000,1.256500,82076,1733965319999,102987.364700,775,48858,61312.354100,0
1733965320000,1.256500,1.259200,1.256500,1.259200,131427,1733965379999,165300.160900,779,67846,85346.827500,0
1733965380000,1.259000,1.260000,1.257900,1.258600,82504,1733965439999,103914.206300,561,57081,71900.982600,0
1733965440000,1.258600,1.263200,1.258400,1.261900,206985,1733965499999,260928.416900,1152,139867,176325.144800,0
1733965500000,1.261800,1.263400,1.261500,1.262500,90614,1733965559999,114407.913900,641,43308,54672.385300,0
1733965560000,1.262500,1.263300,1.258900,1.259100,183200,1733965619999,231091.219400,902,36623,46221.154300,0
1733965620000,1.259200,1.260100,1.258300,1.259000,120727,1733965679999,152021.847800,870,72086,90773.015200,0
1733965680000,1.259100,1.260500,1.258200,1.259700,88393,1733965739999,111303.809500,688,42601,53653.463500,0
1733965740000,1.259400,1.260800,1.258200,1.259400,60761,1733965799999,76530.901000,560,32057,40381.418100,0
1733965800000,1.259400,1.263200,1.259100,1.262500,92277,1733965859999,116390.586400,795,61931,78118.817700,0
1733965860000,1.262500,1.262500,1.260400,1.262200,93115,1733965919999,117449.153900,723,43668,55079.703600,0
1733965920000,1.262300,1.263200,1.260900,1.261900,83155,1733965979999,104941.153200,794,54222,68424.999500,0
1733965980000,1.261800,1.263800,1.261100,1.263800,43237,1733966039999,54589.647800,514,27126,34255.474400,0
1733966040000,1.263800,1.266400,1.261800,1.266200,192471,1733966099999,243391.928200,1037,114658,145045.384100,0
1733966100000,1.266100,1.266400,1.264900,1.265700,87204,1733966159999,110385.686600,755,34624,43831.185000,0
1733966160000,1.265700,1.268600,1.265500,1.266900,261806,1733966219999,331753.040200,985,208503,264215.892300,0
1733966220000,1.266900,1.267000,1.265000,1.265600,145490,1733966279999,184219.176900,829,55854,70729.821600,0
1733966280000,1.265600,1.266900,1.265300,1.266300,182326,1733966339999,230873.059000,720,39349,49824.878700,0
1733966340000,1.266500,1.267000,1.266200,1.266600,117141,1733966399999,148353.450300,573,26754,33886.196600,0
1733966400000,1.266600,1.272200,1.266000,1.271200,841771,1733966459999,1068709.941100,2001,630534,800786.881800,0
1733966460000,1.271200,1.271700,1.268500,1.268800,238786,1733966519999,303319.769200,927,62091,78863.990000,0
1733966520000,1.268500,1.268500,1.266800,1.267300,92607,1733966579999,117378.017200,745,42758,54193.736300,0
1733966580000,1.267500,1.267500,1.265000,1.265800,87038,1733966639999,110186.128800,600,38553,48803.329200,0
1733966640000,1.265800,1.265800,1.262800,1.265000,100685,1733966699999,127286.892800,759,53506,67630.918400,0
1733966700000,1.264800,1.266100,1.264100,1.264400,178363,1733966759999,225717.581200,823,136871,173225.369300,0
1733966760000,1.264200,1.265900,1.263600,1.265500,82393,1733966819999,104213.721500,637,32750,41427.496200,0
1733966820000,1.265200,1.266800,1.265000,1.265200,84591,1733966879999,107087.486500,552,36496,46213.361300,0
1733966880000,1.265100,1.265100,1.263000,1.263400,50117,1733966939999,63354.231400,594,25282,31960.959900,0
1733966940000,1.263400,1.264600,1.263000,1.264200,58349,1733966999999,73752.729200,478,35288,44612.115400,0
1733967000000,1.264300,1.265100,1.261200,1.261400,65036,1733967059999,82161.044600,713,23885,30182.385300,0
1733967060000,1.261400,1.262000,1.256200,1.262000,242533,1733967119999,305292.217700,1469,95786,120606.950300,0
1733967120000,1.262000,1.262100,1.257900,1.258300,129076,1733967179999,162585.105700,887,66534,83791.085700,0
1733967180000,1.258400,1.259200,1.256100,1.256100,84186,1733967239999,105895.686200,711,40397,50818.243200,0
1733967240000,1.256100,1.258800,1.256100,1.258000,109616,1733967299999,137855.598200,744,83841,105441.985500,0
1733967300000,1.258000,1.259700,1.257100,1.258500,196732,1733967359999,247644.117100,973,152040,191396.145100,0
1733967360000,1.258500,1.260600,1.257300,1.259200,87293,1733967419999,109886.228800,636,46572,58640.887900,0
1733967420000,1.259200,1.260900,1.258800,1.259800,46862,1733967479999,59044.167900,584,20990,26443.466900,0
1733967480000,1.259800,1.261800,1.258800,1.258900,36519,1733967539999,46031.376800,533,14193,17890.729700,0
1733967540000,1.258900,1.261300,1.258900,1.261200,38685,1733967599999,48759.550500,446,22941,28913.809600,0
1733967600000,1.261200,1.263000,1.260100,1.260200,75080,1733967659999,94748.661400,690,32921,41545.716000,0
1733967660000,1.260500,1.260500,1.256800,1.258200,63659,1733967719999,80096.832800,711,30323,38149.916200,0
1733967720000,1.258200,1.258600,1.257200,1.257500,44174,1733967779999,55558.659100,441,29853,37544.805900,0
1733967780000,1.257500,1.259200,1.256600,1.258300,118891,1733967839999,149514.926500,664,28384,35694.896200,0
1733967840000,1.258300,1.260000,1.258100,1.259100,58244,1733967899999,73325.756700,464,22442,28248.670300,0
1733967900000,1.259100,1.259300,1.257600,1.258700,85854,1733967959999,108042.858700,537,34199,43029.815100,0
1733967960000,1.258600,1.259500,1.257200,1.259500,95871,1733968019999,120625.591700,676,32247,40576.854000,0
1733968020000,1.259600,1.261200,1.259500,1.260200,75216,1733968079999,94791.229100,698,44731,56369.148300,0
1733968080000,1.260200,1.264900,1.260200,1.264900,160897,1733968139999,203257.228600,913,89278,112736.265600,0
1733968140000,1.265000,1.265100,1.259200,1.259400,75842,1733968199999,95796.206200,695,17521,22131.430900,0
1733968200000,1.259400,1.259900,1.256400,1.259400,184298,1733968259999,231897.846500,969,67294,84662.579000,0
1733968260000,1.259400,1.260100,1.258100,1.259900,59130,1733968319999,74454.969700,608,30717,38679.721100,0
1733968320000,1.259700,1.260200,1.257900,1.258000,51978,1733968379999,65444.958100,555,21599,27196.703700,0
1733968380000,1.258400,1.260700,1.258300,1.259600,82947,1733968439999,104480.004700,557,28680,36122.641300,0
1733968440000,1.259700,1.259800,1.257100,1.257400,34935,1733968499999,43971.982000,493,15850,19951.022700,0
1733968500000,1.257400,1.258500,1.255900,1.258200,285703,1733968559999,359200.505700,898,54074,67989.716500,0
1733968560000,1.258200,1.259100,1.257600,1.258800,50607,1733968619999,63686.302600,412,31038,39059.710200,0
1733968620000,1.258800,1.259000,1.256400,1.257800,157723,1733968679999,198336.785600,701,59829,75238.022900,0
1733968680000,1.257800,1.260000,1.257400,1.259500,64826,1733968739999,81596.915700,502,38555,48526.988100,0
1733968740000,1.259400,1.260200,1.258200,1.258300,44099,1733968799999,55537.115100,405,24095,30345.009200,0
1733968800000,1.258400,1.259300,1.257000,1.258400,72768,1733968859999,91540.604100,644,30088,37850.287800,0
1733968860000,1.258300,1.260300,1.258000,1.258000,96511,1733968919999,121533.312300,560,47315,59590.157200,0
1733968920000,1.258000,1.259900,1.257900,1.259900,58439,1733968979999,73577.998500,550,30929,38939.452800,0
1733968980000,1.259900,1.264700,1.259900,1.263700,75372,1733969039999,95132.226400,728,43644,55092.486000,0
1733969040000,1.263700,1.268900,1.263700,1.268400,220787,1733969099999,279593.996500,1021,174878,221407.608600,0
1733969100000,1.268400,1.275900,1.268200,1.275500,953373,1733969159999,1213023.063700,2298,803378,1022276.928200,0
1733969160000,1.275400,1.275600,1.273300,1.274200,247759,1733969219999,315725.345600,970,130914,166836.973600,0
1733969220000,1.274100,1.274100,1.271100,1.271600,275276,1733969279999,350300.794000,644,37717,48002.952600,0
1733969280000,1.271400,1.274000,1.271100,1.273600,74853,1733969339999,95255.413400,505,47626,60599.110400,0
1733969340000,1.273500,1.274400,1.270500,1.271900,172647,1733969399999,219580.481600,918,76955,97871.760200,0
1733969400000,1.271900,1.273400,1.271100,1.271900,80124,1733969459999,101917.892600,760,35620,45309.946000,0
1733969460000,1.271900,1.275600,1.271900,1.275500,73905,1733969519999,94136.053900,641,49557,63130.223600,0
1733969520000,1.275600,1.275900,1.272500,1.274300,158041,1733969579999,201361.241600,833,71001,90464.222800,0
1733969580000,1.274200,1.274500,1.271900,1.273400,73266,1733969639999,93281.367400,714,31001,39468.103900,0
1733969640000,1.273500,1.274100,1.272900,1.273400,72804,1733969699999,92721.519400,571,49524,63075.090000,0
1733969700000,1.273400,1.276100,1.272500,1.273400,133289,1733969759999,169840.507500,922,57749,73573.659800,0
1733969760000,1.273600,1.275000,1.273100,1.274400,69082,1733969819999,88017.271400,629,36214,46140.103600,0
1733969820000,1.274500,1.277400,1.274500,1.275700,225977,1733969879999,288423.120400,1156,146617,187146.011900,0
1733969880000,1.275700,1.277900,1.275400,1.276600,102732,1733969939999,131140.491100,873,61649,78693.390700,0
1733969940000,1.276500,1.278400,1.275400,1.277300,95069,1733969999999,121391.323700,734,44323,56594.605100,0
1733970000000,1.277400,1.278900,1.276700,1.278300,78263,1733970059999,100002.110000,697,52943,67650.605800,0
1733970060000,1.278500,1.279300,1.278000,1.278200,103406,1733970119999,132208.584300,676,51530,65891.668900,0
1733970120000,1.278200,1.278800,1.277100,1.278400,73008,1733970179999,93296.672800,666,38382,49049.135900,0
1733970180000,1.278500,1.280000,1.278300,1.279100,72593,1733970239999,92852.324600,636,48863,62499.436600,0
1733970240000,1.279300,1.283800,1.279300,1.282500,522448,1733970299999,669867.932200,1817,424263,543997.143900,0
1733970300000,1.282600,1.284700,1.282200,1.284600,122304,1733970359999,156934.765700,891,74021,94988.178900,0
1733970360000,1.284600,1.285000,1.281600,1.283000,512589,1733970419999,658020.296000,1532,134321,172453.432500,0
1733970420000,1.283000,1.285300,1.282600,1.283000,105099,1733970479999,134947.281000,856,63297,81270.913300,0
1733970480000,1.283000,1.283800,1.282300,1.283400,91191,1733970539999,117007.062100,678,43411,55699.979800,0
1733970540000,1.283400,1.284600,1.282600,1.284300,59253,1733970599999,76045.255600,583,35740,45866.966200,0
1733970600000,1.284300,1.285300,1.283100,1.284400,130786,1733970659999,167952.274400,803,75195,96569.235900,0
1733970660000,1.284400,1.285700,1.284000,1.284700,142988,1733970719999,183687.008600,789,61406,78893.717200,0
1733970720000,1.284800,1.288000,1.284200,1.287900,260833,1733970779999,335479.241300,1403,138460,178086.930200,0
1733970780000,1.287900,1.290800,1.286200,1.290100,322503,1733970839999,415735.237500,1515,228771,294916.128300,0
1733970840000,1.290200,1.291400,1.289300,1.290200,210917,1733970899999,272171.731400,1237,110692,142853.215100,0
1733970900000,1.290100,1.290200,1.286400,1.288000,176332,1733970959999,227208.605000,1406,73863,95176.659000,0
1733970960000,1.287800,1.289500,1.287800,1.289400,84954,1733971019999,109477.651800,700,44019,56728.492200,0
1733971020000,1.289300,1.292100,1.288900,1.291000,111930,1733971079999,144486.138800,938,70706,91277.100600,0
1733971080000,1.291000,1.291100,1.289400,1.290700,116495,1733971139999,150345.010300,727,61256,79068.186300,0
1733971140000,1.290700,1.291000,1.289300,1.289800,96468,1733971199999,124445.327500,596,31346,40436.851100,0
1733971200000,1.289700,1.291500,1.288900,1.290800,171170,1733971259999,220933.256700,720,139710,180338.874500,0
1733971260000,1.290900,1.292400,1.290400,1.291300,126850,1733971319999,163812.037400,875,38353,49527.090700,0
1733971320000,1.291000,1.291800,1.290700,1.291500,63366,1733971379999,81826.624400,566,35178,45426.349100,0
1733971380000,1.291500,1.294500,1.291500,1.294100,99439,1733971439999,128632.764500,761,57949,74956.593300,0
1733971440000,1.294000,1.294700,1.291500,1.292100,127410,1733971499999,164731.496700,676,34848,45066.269300,0
1733971500000,1.292100,1.294400,1.291700,1.291700,136472,1733971559999,176441.567200,897,44820,57952.398200,0
1733971560000,1.291600,1.292500,1.288800,1.289200,126405,1733971619999,163144.860300,834,48884,63086.690400,0
1733971620000,1.289100,1.291000,1.287800,1.287900,299066,1733971679999,385715.430900,1184,74071,95567.584800,0
1733971680000,1.287700,1.287800,1.284800,1.285000,185748,1733971739999,238912.086600,963,61945,79676.226200,0
1733971740000,1.285100,1.287100,1.283900,1.286800,134577,1733971799999,173016.184800,627,94618,121670.051300,0
1733971800000,1.286700,1.290800,1.286300,1.290800,100761,1733971859999,129854.316000,743,57434,74011.557300,0
1733971860000,1.290800,1.293300,1.289800,1.290700,314469,1733971919999,406232.512100,1271,267464,345507.820100,0
1733971920000,1.290700,1.292200,1.290300,1.290900,80619,1733971979999,104100.542200,524,37429,48330.506800,0
1733971980000,1.290700,1.290900,1.288700,1.290200,94310,1733972039999,121635.445300,610,20179,26028.060000,0
1733972040000,1.290100,1.291500,1.289400,1.291200,69412,1733972099999,89576.354400,446,36259,46798.111100,0
