open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1733616000000,1.315800,1.316300,1.314900,1.315100,106101,1733616059999,139548.477600,747,56835,74751.833200,0
1733616060000,1.315100,1.315100,1.314000,1.314200,122387,1733616119999,160884.224400,733,62532,82197.919200,0
1733616120000,1.314200,1.316600,1.313100,1.316600,276686,1733616179999,363613.844800,1196,163390,214788.365600,0
1733616180000,1.316700,1.319600,1.316700,1.319500,108443,1733616239999,142937.416600,951,90353,119094.598900,0
1733616240000,1.319600,1.321800,1.318400,1.321700,122537,1733616299999,161747.926200,755,95504,126091.234300,0
1733616300000,1.321600,1.323500,1.320200,1.323500,378056,1733616359999,499680.852200,1527,224634,296888.979100,0
1733616360000,1.323400,1.323700,1.322000,1.323000,117585,1733616419999,155546.273100,697,58322,77161.060800,0
1733616420000,1.322900,1.325600,1.322100,1.325600,149049,1733616479999,197296.503600,916,115916,153445.935700,0
1733616480000,1.325500,1.325500,1.323700,1.324700,107381,1733616539999,142234.134700,632,64741,85754.886200,0
1733616540000,1.324700,1.326200,1.322000,1.322000,199589,1733616599999,264362.000800,1136,92523,122596.318000,0
1733616600000,1.322000,1.323200,1.321700,1.322300,110657,1733616659999,146316.441500,707,53712,71026.805600,0
1733616660000,1.322100,1.323600,1.320400,1.320600,92935,1733616719999,122866.962700,701,46673,61715.923100,0
1733616720000,1.320600,1.324000,1.320500,1.323800,69815,1733616779999,92306.348700,840,50057,66181.409800,0
1733616780000,1.323700,1.324100,1.322000,1.322000,72176,1733616839999,95497.731700,720,29404,38909.489600,0
1733616840000,1.322000,1.323900,1.321600,1.321600,45241,1733616899999,59846.997100,515,29709,39305.680200,0
1733616900000,1.321600,1.323000,1.320700,1.321600,128486,1733616959999,169848.916800,995,61510,81317.254200,0
1733616960000,1.321700,1.322900,1.320600,1.322000,93951,1733617019999,124174.348900,790,61393,81145.211100,0
1733617020000,1.322000,1.324100,1.320600,1.324100,69210,1733617079999,91512.197800,729,40805,53957.705600,0
1733617080000,1.324000,1.324200,1.321600,1.323200,58189,1733617139999,76959.947000,804,23329,30855.720900,0
1733617140000,1.323200,1.324300,1.322600,1.323100,53659,1733617199999,71019.400700,768,28087,37173.862000,0
1733617200000,1.323000,1.324900,1.321300,1.323900,87251,1733617259999,115454.148800,766,59152,78281.154200,0
1733617260000,1.323900,1.324100,1.321700,1.323600,79780,1733617319999,105547.209600,777,44177,58449.113700,0
1733617320000,1.323500,1.325400,1.323100,1.323600,75668,1733617379999,100213.619400,809,33677,44600.662500,0
1733617380000,1.323600,1.323600,1.322400,1.322400,67265,1733617439999,89004.002200,522,26872,35552.871500,0
1733617440000,1.322400,1.324300,1.322400,1.323500,45661,1733617499999,60425.902400,637,23486,31080.002000,0
1733617500000,1.323600,1.327300,1.323600,1.327000,105494,1733617559999,139885.311300,1085,77257,102434.640300,0
1733617560000,1.326900,1.327500,1.326000,1.326900,54328,1733617619999,72086.503800,562,41348,54864.176000,0
1733617620000,1.327000,1.327300,1.325100,1.325200,43152,1733617679999,57222.876400,689,23136,30677.239500,0
1733617680000,1.325200,1.325600,1.324600,1.324600,32128,1733617739999,42574.228200,500,13825,18321.188700,0
1733617740000,1.324600,1.326200,1.323900,1.325400,50107,1733617799999,66373.985500,579,18092,23970.065600,0
1733617800000,1.325500,1.325800,1.323800,1.324300,78480,1733617859999,103947.149500,753,19566,25919.289400,0
1733617860000,1.324300,1.324800,1.322500,1.322700,82887,1733617919999,109689.556400,699,28756,38061.172300,0
1733617920000,1.322700,1.323100,1.321600,1.321600,71834,1733617979999,94991.045500,849,36023,47636.161600,0
1733617980000,1.321500,1.323200,1.321500,1.322900,35171,1733618039999,46503.178900,523,22907,30287.080100,0
1733618040000,1.322800,1.325400,1.322800,1.325200,41702,1733618099999,55233.606500,601,19567,25913.388100,0
1733618100000,1.325100,1.327800,1.325100,1.327600,77397,1733618159999,102672.583800,894,51777,68692.375200,0
1733618160000,1.327600,1.330000,1.327600,1.329300,172447,1733618219999,229221.852500,1049,104294,138637.672900,0
1733618220000,1.329300,1.329600,1.328400,1.328400,80985,1733618279999,107633.888700,479,31467,41827.112300,0
1733618280000,1.328400,1.328500,1.327400,1.327900,64445,1733618339999,85580.403900,606,24295,32262.690000,0
1733618340000,1.327900,1.328200,1.327400,1.327600,35046,1733618399999,46530.277600,463,15442,20502.627400,0
1733618400000,1.327400,1.327800,1.325400,1.325700,89035,1733618459999,118127.868400,853,43582,57837.310300,0
1733618460000,1.325700,1.326300,1.324300,1.324300,56036,1733618519999,74273.876000,582,30114,39922.381100,0
1733618520000,1.324300,1.324500,1.323300,1.323500,55037,1733618579999,72864.979000,633,24988,33082.053700,0
1733618580000,1.323400,1.324200,1.323100,1.323300,45565,1733618639999,60307.813200,567,21855,28925.284300,0
1733618640000,1.323400,1.324100,1.322800,1.323100,59990,1733618699999,79381.352400,670,39069,51699.322400,0
1733618700000,1.323100,1.323600,1.321200,1.321400,100232,1733618759999,132540.010000,916,24643,32605.464400,0
